147854388,883710,Action,1703952060
234907256,883710,Action,1695139260
416203062,418370,Action,1698508860
48427820,418370,Adventure,1700409660
115948225,418370,Action,1680451260
435709925,1817230,Action,1673712060
139928218,1817230,Action,1701446460
989399911,1817230,Action,1674316860
125990046,1086940,Adventure,1696953660
375528266,1086940,Early Access,1674748860
179951718,1086940,RPG,1672761660
74408667,550,Action,1677945660
213404048,550,Action,1678204860
296432654,550,Action,1678291260
318555855,323190,Simulation,1677945660
314398148,323190,Strategy,1680969660
421162480,323190,Strategy,1696348860
23401,294100,Simulation,1675612860
836283198,294100,Strategy,1676822460
293232105,294100,Strategy,1690214460
808497069,1904540,Simulation,1701014460
809585648,1904540,Simulation,1676476860
929541130,1904540,Sports,1677168060
443610953,393380,Indie,1693152060
1361016,393380,Strategy,1675612860
427416248,393380,Action,1680192060
863545733,306130,Massively Multiplayer,1676995260
81206,306130,Massively Multiplayer,1688400060
433235139,306130,RPG,1672848060
407860842,281990,Simulation,1676304060
979978324,281990,Strategy,1676217660
245902532,281990,Simulation,1685030460
410997316,1549250,Free to Play,1703520060
447948045,1549250,Free to Play,1676217660
432505515,1549250,RPG,1676822460
33509676,1568590,Strategy,1702828860
383041010,1568590,Indie,1695916860
351656548,1568590,Free to Play,1700841660
391757025,952060,Action,1702051260
88221113,952060,Action,1675353660
327391148,952060,Action,1688918460
5406961,1178830,Indie,1682438460
213229252,1178830,Indie,1698768060
3712,1178830,Action,1672848060
471332220,1846380,Action,1676044860
844257392,1846380,Action,1701100860
90326696,1846380,Racing,1696262460
83523885,1189490,Indie,1677600060
389055492,1189490,RPG,1676995260
373068338,1189490,RPG,1676044860
349849299,739630,Action,1689696060
26557020,739630,Action,1699545660
402900515,739630,Indie,1675872060
203297615,1938010,Adventure,1700841660
90602,1938010,Action,1679155260
892183463,1938010,Adventure,1700496060
73472830,346110,Action,1677686460
317287015,346110,Action,1682870460
258864915,346110,RPG,1673366460
76494269,242760,Indie,1699372860
402432783,242760,Indie,1692720060
355380821,242760,Adventure,1676476860
206883099,1693980,Adventure,1673107260
259396832,1693980,Action,1700928060
288501044,1693980,Action,1674835260
982906359,1969870,Massively Multiplayer,1687363260
11574827,1969870,Free to Play,1675872060
970226693,1969870,Free to Play,1676217660
214094082,1144200,Indie,1697904060
63265,1144200,Adventure,1698681660
88287307,1144200,Indie,1682092860
71738419,1942280,Casual,1695657660
75415142,1942280,Casual,1674489660
985810681,1942280,Indie,1677945660
250883602,386940,Casual,1676563260
81579961,386940,Action,1702051260
388389391,386940,Indie,1703520060
327590184,814380,Adventure,1689523260
350025900,814380,Adventure,1699372860
115221044,814380,Action,1699027260
287516618,2130460,Adventure,1674316860
99871200,2130460,Adventure,1693497660
82712,2130460,Adventure,1685203260
351952451,1687950,RPG,1703520060
861746959,1687950,RPG,1697040060
27586974,1687950,RPG,1698854460
349911567,364360,Strategy,1676563260
145403723,364360,Strategy,1699718460
214274368,364360,Strategy,1675440060
268354745,1466860,Strategy,1692115260
371615273,1466860,Strategy,1677427260
83838,1466860,Strategy,1696867260
96806472,880940,Indie,1677340860
341281117,880940,Indie,1700668860
319432660,880940,Action,1672502460
188677735,962130,Action,1684252860
296249498,962130,Adventure,1676908860
76290307,962130,Action,1674748860
58824945,252490,RPG,1680192060
310400288,252490,Action,1702051260
389516588,252490,Indie,1675699260
810845224,261550,Simulation,1690992060
318185593,261550,Strategy,1688140860
336169793,261550,Simulation,1673280060
296967568,774171,Casual,1702483260
991948369,774171,Casual,1672502460
352396757,774171,Action,1695744060
29441966,835570,RPG,1677081660
333019589,835570,Strategy,1676304060
879570560,835570,Massively Multiplayer,1675180860
296508886,1256670,RPG,1683648060
200074918,1256670,RPG,1676304060
194392045,1256670,Strategy,1677772860
79157258,1293830,Racing,1701705660
376631547,1293830,Racing,1674576060
235702531,1293830,Racing,1692806460
209239592,1384160,Action,1675872060
186502559,1384160,Action,1702224060
440739477,1384160,Action,1677945660
184983011,686810,Simulation,1702656060
101988224,686810,Strategy,1676304060
142928452,686810,Action,1675785660
273596721,1987080,Early Access,1703865660
399737802,1987080,Adventure,1699200060
184887882,1987080,Indie,1676304060
863752702,1943950,Early Access,1700582460
259255230,1943950,Indie,1703952060
54404647,1943950,Early Access,1703692860
361641404,1336490,Early Access,1683388860
157722391,1336490,Strategy,1674057660
438436642,1336490,Simulation,1677859260
420313311,227300,Indie,1702224060
262569432,227300,Simulation,1682179260
835853818,227300,Simulation,1692633660
95158692,756800,Action,1683043260
366473893,756800,Adventure,1674835260
308249659,756800,Action,1676390460
381067638,444200,Massively Multiplayer,1694966460
176793981,444200,Action,1702828860
828232012,444200,Action,1675872060
24736935,1547000,Action,1676390460
256903804,1547000,Adventure,1701187260
93868814,1547000,Adventure,1679241660
285090960,1805480,Action,1702483260
999287144,1805480,Adventure,1700582460
221860904,1805480,Adventure,1687708860
221847383,292030,RPG,1676476860
133170269,292030,RPG,1701100860
63570438,292030,RPG,1688572860
29472,1172620,Action,1677945660
976339648,1172620,Adventure,1677600060
164301441,1172620,Action,1679068860
29239811,1066780,Strategy,1677859260
70211619,1066780,Strategy,1680451260
797645709,1066780,Strategy,1677340860
388389391,1520470,RPG,1676908860
168595179,1520470,Action,1701792060
218876381,1520470,Massively Multiplayer,1689350460
107595022,1794680,Indie,1702742460
267912789,1794680,RPG,1674144060
892183463,1794680,Action,1700928060
226787013,787480,Adventure,1672934460
826043503,787480,Adventure,1683734460
211515569,787480,Adventure,1684252860
402768533,892970,Early Access,1700582460
349565813,892970,Action,1701446460
329438949,892970,Indie,1676131260
436989972,518790,Adventure,1703433660
138652738,518790,Sports,1677427260
813660685,518790,Simulation,1676995260
172845658,304430,Indie,1673971260
243571464,304430,Adventure,1679760060
296432654,304430,Action,1676995260
381961988,1347970,Indie,1675180860
201169420,1347970,Indie,1676304060
973562158,1347970,Action,1701014460
311655031,815370,Simulation,1676995260
142550965,815370,Action,1690905660
415741303,815370,Indie,1676217660
212146868,534380,Adventure,1698854460
296508886,534380,RPG,1683820860
422632637,534380,Action,1699113660
24993041,1182900,Action,1699632060
91719662,1182900,Action,1677859260
274647992,1182900,Adventure,1702656060
88389646,916440,Simulation,1692892860
850646126,916440,Simulation,1701532860
969069544,916440,Simulation,1699459260
802440021,552500,Indie,1693843260
176793981,552500,Action,1701446460
954292035,552500,Indie,1703865660
431919668,1238810,Action,1678291260
197511714,1238810,Action,1688227260
75358006,1238810,Action,1676217660
57221091,477160,Casual,1701878460
188566148,477160,Casual,1679500860
438499963,477160,Adventure,1702396860
335244764,767560,Free to Play,1672761660
84581975,767560,Action,1693497660
285090960,767560,Free to Play,1703174460
390813035,958260,Free to Play,1677513660
90542139,958260,Sports,1687363260
77621055,958260,Free to Play,1677081660
246305092,1325200,RPG,1672502460
190421065,1325200,RPG,1698336060
44060524,1325200,RPG,1676649660
801200077,1274570,Indie,1674835260
220647621,1274570,Indie,1696521660
29472,1274570,Indie,1687363260
55142,992300,RPG,1677859260
45787094,992300,Indie,1675094460
75415142,992300,RPG,1683993660
120125413,310950,Action,1677427260
179324250,310950,Action,1676131260
816670685,310950,Action,1701360060
2493167,2109460,RPG,1674403260
85301363,2109460,Casual,1697472060
348212417,2109460,Indie,1702310460
371604593,872410,Simulation,1699891260
67198,872410,Simulation,1680969660
381474742,872410,Simulation,1674403260
100331886,872410,Simulation,1697212860
310830792,872410,Simulation,1678636860
69816714,872410,Simulation,1675958460
183257748,2190290,Adventure,1701273660
204861718,2190290,RPG,1677945660
156865101,2190290,Adventure,1674662460
187134127,1335200,Free to Play,1700323260
980359544,1335200,Free to Play,1674835260
970025284,1335200,RPG,1678291260
397078578,1147560,Action,1703865660
28284596,1147560,Action,1673884860
994656196,1147560,Indie,1676563260
80945893,513710,Action,1675008060
400224688,513710,Massively Multiplayer,1677168060
354403742,513710,Action,1698854460
305054255,397540,Action,1672588860
311650150,397540,Action,1701187260
85751713,397540,Action,1677859260
31678626,1761390,Action,1673107260
819984633,1761390,Action,1673452860
166159529,1761390,Action,1677600060
369045144,1473480,Action,1676995260
218671742,1473480,Massively Multiplayer,1678032060
383485798,1473480,Free to Play,1691942460
289497377,493520,Action,1676563260
434589251,493520,Action,1680537660
924355037,493520,Action,1677859260
70434853,1574360,Free to Play,1687795260
390553992,1574360,Adventure,1702051260
89568777,1574360,Adventure,1675958460
451172268,1217060,Adventure,1685548860
863959758,1217060,Adventure,1700409660
315975043,1217060,RPG,1701014460
379616964,1718570,Action,1674748860
47422427,1718570,RPG,1689868860
365962322,1718570,RPG,1698681660
21219114,2095300,Indie,1678464060
956586812,2095300,RPG,1693324860
356528451,2095300,Adventure,1701360060
447954385,435150,RPG,1703865660
68926480,435150,RPG,1684944060
390694676,435150,Strategy,1697472060
33081022,1659040,Action,1680537660
218872165,1659040,Action,1675353660
850638920,1659040,Adventure,1675699260
191292893,939400,Simulation,1703174460
5710358,939400,RPG,1673366460
24902703,939400,Indie,1698508860
371590021,728880,Casual,1698940860
33509903,728880,Casual,1679932860
389322643,728880,Casual,1703260860
869204359,632360,Indie,1693756860
442907969,632360,Indie,1672588860
851147145,632360,Action,1678118460
191719066,374320,Action,1676217660
122094326,374320,Action,1676131260
104102173,374320,Action,1691856060
146527250,813780,Strategy,1701014460
438794341,813780,Strategy,1701014460
56871199,813780,Strategy,1676563260
143632898,954850,Simulation,1700496060
134816584,954850,Indie,1674921660
318855281,954850,Indie,1700064060
215025337,613100,Indie,1677859260
96002449,613100,Indie,1675094460
54771143,613100,Simulation,1700928060
870905977,779340,Action,1700668860
185159206,779340,Strategy,1675267260
398144428,779340,Strategy,1675180860
71308041,812140,Adventure,1677945660
192414909,812140,RPG,1700841660
904603821,812140,RPG,1677513660
401154534,239140,Action,1690473660
191056769,239140,Action,1685203260
18316474,239140,Action,1679846460
842271516,436150,Massively Multiplayer,1673539260
200307147,436150,Casual,1694707260
432952397,436150,Casual,1675958460
913776909,367520,Adventure,1672761660
246974010,367520,Action,1676908860
411676934,367520,Indie,1701273660
820641514,1817190,Action,1677254460
398566935,1817190,Adventure,1691337660
975608387,1817190,Adventure,1678204860
292222021,701160,Strategy,1676649660
338299842,701160,Strategy,1677168060
284755883,701160,Simulation,1675872060
434968231,1468810,Indie,1693497660
19985,1468810,Simulation,1677772860
368851758,1468810,Simulation,1675785660
91251169,2208920,RPG,1702828860
310097936,2208920,Adventure,1695312060
117546674,2208920,RPG,1676131260
840239453,268910,Action,1703779260
824430457,268910,Action,1672675260
120441933,268910,Indie,1677254460
849848861,1435790,Adventure,1676563260
374711364,1435790,Adventure,1680105660
232433848,1435790,Indie,1675785660
337980380,977950,Indie,1701100860
90850096,977950,Indie,1675872060
996595706,977950,Indie,1701792060
229977300,529340,Strategy,1672761660
805288875,529340,Strategy,1702137660
983577132,529340,Strategy,1697904060
279597390,1240440,Free to Play,1693065660
47912130,1240440,Free to Play,1672588860
414766381,1240440,Free to Play,1675440060
956651355,1097430,Early Access,1676995260
854928034,1097430,Free to Play,1688227260
136388920,1097430,RPG,1685894460
846277867,699130,Action,1674403260
804960388,699130,Action,1685635260
150006602,699130,Action,1685203260
352360373,1407200,Free to Play,1700841660
435709925,1407200,Free to Play,1673452860
182417989,1407200,Massively Multiplayer,1677254460
12846454,1029690,Action,1678032060
145933324,1029690,Action,1682524860
123084786,1029690,Adventure,1702051260
103244023,4000,Simulation,1697904060
451172268,4000,Simulation,1675526460
857978321,4000,Simulation,1676736060
46931366,1332010,Indie,1676563260
156998925,1332010,Indie,1675872060
157968744,1332010,Indie,1672675260
351302274,1105670,Indie,1678118460
358457410,1105670,Action,1700928060
348633508,1105670,Action,1697904060
28755923,526870,Indie,1674835260
383557615,526870,Simulation,1703088060
891220009,526870,Early Access,1683475260
424300359,1737340,Adventure,1699804860
174229064,1737340,Action,1672502460
347389519,1737340,Casual,1695657660
277061244,1361210,Indie,1676563260
428911605,1361210,Adventure,1675612860
29699,1361210,Indie,1703606460
351764160,1815570,Strategy,1694016060
341224974,1815570,Adventure,1703433660
187134127,1815570,Adventure,1694966460
92812533,848450,Indie,1673712060
26819872,848450,Adventure,1680796860
122503249,848450,Indie,1676908860
823915249,368260,RPG,1682092860
91650793,368260,Strategy,1680537660
978391345,368260,Strategy,1676649660
209706476,218620,Action,1701100860
312228866,218620,RPG,1676995260
186702579,218620,RPG,1701964860
147820319,1158310,Strategy,1700841660
28755923,1158310,Strategy,1676563260
380624408,1158310,Simulation,1697299260
449300301,251570,Strategy,1676044860
451820423,251570,RPG,1696435260
94857624,251570,Simulation,1696003260
49435417,330020,Adventure,1673020860
328455611,330020,Indie,1680969660
723926,330020,Adventure,1673712060
20784890,766570,Adventure,1674489660
309154956,766570,Sports,1692806460
23450127,766570,Simulation,1703606460
112641032,304390,Action,1698681660
352527711,304390,Action,1690992060
282862130,304390,Action,1673452860
106028559,1151340,RPG,1682352060
858333432,1151340,RPG,1696435260
104863998,1151340,RPG,1688486460
87954689,1296830,Action,1677513660
185923304,1296830,RPG,1678032060
448684990,1296830,Adventure,1675353660
152916789,457140,Indie,1685894460
819737779,457140,Simulation,1683648060
412469175,457140,Indie,1676044860
929299938,282070,Adventure,1679068860
311292986,282070,Indie,1696176060
125049552,282070,Adventure,1702310460
199380782,219990,Indie,1703433660
205417025,219990,RPG,1698854460
835424727,219990,Indie,1675958460
124319475,1418630,Adventure,1681920060
30789056,1418630,Action,1676390460
994205893,1418630,Action,1681401660
90061249,646570,Indie,1676131260
62615494,646570,Strategy,1678377660
845292651,646570,Strategy,1684252860
70152506,1201540,Indie,1677600060
151758687,1201540,Early Access,1686758460
101989176,1201540,Adventure,1700755260
393774691,703080,Simulation,1676217660
124856173,703080,Casual,1675699260
826355362,703080,Casual,1695312060
246146921,1483870,Indie,1702742460
62041217,1483870,Casual,1675180860
27779888,1483870,Casual,1683907260
286835015,1604030,Massively Multiplayer,1692979260
278533502,1604030,Action,1680105660
281920392,1604030,Massively Multiplayer,1699632060
437451025,788100,RPG,1673971260
434414030,788100,Adventure,1700755260
812238638,788100,RPG,1693497660
194477994,553540,Indie,1699891260
989499006,553540,Indie,1677168060
191966856,553540,Strategy,1676217660
203039761,107410,Simulation,1678550460
41951995,107410,Action,1676044860
134821321,107410,Action,1679155260
20636,1333350,Free to Play,1700841660
173051186,1333350,Adventure,1703260860
971621135,1333350,Adventure,1684166460
32454290,1963370,Adventure,1674835260
128676049,1963370,Adventure,1697299260
116427499,1963370,Indie,1703260860
274972656,2285570,Indie,1702828860
101623983,2285570,Casual,1696608060
977987281,2285570,RPG,1674662460
99699311,1366540,Early Access,1685376060
100914840,1366540,Early Access,1686585660
978852617,1366540,Indie,1673366460
71738419,644930,Strategy,1701014460
403029954,644930,Strategy,1691769660
853973219,644930,Strategy,1691337660
168624349,775500,Adventure,1677600060
314499858,775500,Action,1673884860
21702,775500,Adventure,1689091260
20864613,1206560,Indie,1676908860
352950567,1206560,Early Access,1692374460
108722197,1206560,Early Access,1679241660
56858,1145360,Indie,1701273660
166257564,1145360,Indie,1673452860
9492858,1145360,Action,1679241660
274337746,1672970,Adventure,1696348860
2508889,1672970,Action,1692892860
47224,1672970,RPG,1702915260
60304,568220,Simulation,1689868860
186820126,568220,Indie,1696089660
971560710,568220,Indie,1688659260
92379,1465360,Adventure,1675440060
411777039,1465360,Simulation,1677168060
4239418,1465360,Simulation,1676476860
570595,275850,Action,1688572860
36760245,275850,Adventure,1677340860
355845438,275850,Adventure,1691683260
79021105,278080,Action,1692115260
260716425,278080,Action,1690646460
204186058,278080,Action,1702569660
283830697,1584090,RPG,1673020860
320592448,1584090,Simulation,1677600060
111404978,1584090,Simulation,1674057660
44708889,1659420,Adventure,1674230460
285069602,1659420,Adventure,1694707260
82861,1659420,Adventure,1673452860
132561648,2161440,Simulation,1676822460
311292986,2161440,Simulation,1672761660
359577928,2161440,Adventure,1697040060
969849499,329050,Action,1701619260
93121048,329050,Action,1703952060
61573152,329050,Action,1700928060
182241547,1498570,Action,1675180860
121636474,1498570,Action,1673798460
296535952,1498570,Action,1677945660
182606963,960090,Strategy,1673366460
227745388,960090,Strategy,1676390460
852399952,960090,Strategy,1696089660
986207498,1227890,RPG,1703433660
88309,1227890,Adventure,1687622460
368722376,1227890,Adventure,1672761660
276959592,1248130,Simulation,1680451260
801620564,1248130,Simulation,1699977660
289543500,1248130,Simulation,1681574460
341223277,1338770,Action,1699113660
32193897,1338770,Action,1674662460
842044291,1338770,Action,1677859260
99796,1451940,Simulation,1702828860
210328955,1451940,Simulation,1673280060
821401435,1451940,Simulation,1697472060
105444474,361420,Adventure,1703520060
66244543,361420,Adventure,1700496060
132964635,361420,Adventure,1677772860
2928970,48000,Action,1701619260
51519720,48000,Indie,1678032060
156859238,48000,Indie,1700323260
965846995,1585570,Casual,1673280060
172648365,1585570,Casual,1673020860
259488083,1585570,Simulation,1695052860
74414121,2157680,Adventure,1676044860
380367824,2157680,Indie,1676908860
337910744,2157680,Adventure,1675008060
993507612,851850,Action,1687276860
93122905,851850,Action,1703865660
420937031,851850,Action,1680710460
366804131,223750,Simulation,1702396860
69543732,223750,Simulation,1674316860
71211,223750,Free to Play,1697558460
862029654,976730,Action,1703001660
398058713,976730,Action,1699200060
430955542,976730,Action,1699286460
253146275,1044720,Indie,1677945660
247293458,1044720,Early Access,1673366460
109675807,1044720,Simulation,1674316860
998003752,1214470,Simulation,1692115260
814666696,1214470,Adventure,1694188860
89419106,1214470,Indie,1699718460
39437954,620,Action,1695830460
189697398,620,Adventure,1678118460
207084582,620,Adventure,1675612860
147803963,311210,Action,1673539260
410239959,311210,Adventure,1675699260
169734710,311210,Adventure,1682611260
30565918,1948280,Simulation,1673193660
363817057,1948280,Simulation,1672934460
374821952,1948280,Indie,1697904060
281756754,262060,Strategy,1675612860
340642904,262060,Indie,1700409660
202981939,262060,Indie,1702915260
88318,1258080,Free to Play,1685808060
184589183,1258080,Free to Play,1676217660
314398148,1258080,Adventure,1674576060
400455674,312520,Action,1696780860
303411310,312520,Indie,1677600060
394235484,312520,Adventure,1674316860
402592896,1462040,Action,1692460860
861796133,1462040,Action,1677340860
929214229,1462040,Action,1673798460
7123460,837470,Action,1696262460
97241414,837470,Action,1703606460
885452704,837470,Action,1677168060
182111623,502500,Action,1677513660
65324478,502500,Simulation,1676995260
994146715,502500,Simulation,1702396860
75356079,356190,Adventure,1673107260
194990477,356190,Adventure,1675958460
391757025,356190,RPG,1700668860
27582419,641990,Simulation,1680969660
21168274,641990,Strategy,1701964860
287475338,641990,Strategy,1675267260
992232231,933110,Strategy,1674144060
208699424,933110,Strategy,1691251260
379674983,933110,Strategy,1673712060
68001,1868140,Early Access,1688227260
805349432,1868140,Indie,1700928060
145437831,1868140,Early Access,1674662460
26557020,220200,Simulation,1703865660
271600376,220200,Simulation,1677859260
182111623,220200,Indie,1680883260
149815735,780310,Strategy,1675958460
300264961,780310,Indie,1696003260
70252609,780310,Action,1686844860
165783826,976310,Action,1672934460
999666286,976310,Action,1688659260
27472249,976310,Action,1675958460
867716115,440900,Simulation,1681660860
136171325,440900,Simulation,1701878460
220359608,440900,Simulation,1675267260
406209217,427520,Indie,1675180860
83446,427520,Simulation,1676217660
323039625,427520,Casual,1674576060
95812,753640,Action,1677686460
977230509,753640,Action,1697212860
353830608,753640,Action,1696608060
355836823,219740,Indie,1675785660
852360168,219740,Simulation,1689436860
141741029,219740,Indie,1686412860
70812763,1151640,Adventure,1699459260
431153783,1151640,Action,1683129660
815336625,1151640,Action,1672675260
169208376,284160,Early Access,1677168060
44750,284160,Early Access,1674835260
356402915,284160,Early Access,1672761660
54201239,546560,Action,1679673660
970893613,546560,Action,1676995260
345833118,546560,Adventure,1677254460
321125024,221100,Adventure,1691683260
856090465,221100,Action,1676390460
242703268,221100,Adventure,1697472060
334860054,1244800,Simulation,1696608060
433466745,1244800,Strategy,1701619260
412264539,1244800,Strategy,1675180860
378787765,1206610,Action,1675872060
365666289,1206610,Action,1675180860
360285155,1206610,Casual,1682611260
22334,924970,Action,1673193660
344362195,924970,Action,1677600060
30220259,924970,Action,1675267260
43512141,1277400,RPG,1698768060
404539688,1277400,Adventure,1673280060
253053922,1277400,Adventure,1699804860
8727,1092790,Indie,1672502460
443742657,1092790,Adventure,1674144060
100666689,1092790,Indie,1703088060
304499183,881100,Simulation,1682006460
826954829,881100,Indie,1702483260
199457595,881100,Indie,1674576060
97138363,1330000,Early Access,1674230460
362936861,1330000,Adventure,1702224060
968856219,1330000,RPG,1696003260
78062426,1543030,RPG,1696953660
70233466,1543030,Action,1675958460
290253087,1543030,Adventure,1677513660
91103060,1649240,Action,1694361660
3538764,1649240,Action,1677859260
395652937,1649240,Action,1675699260
384365626,544810,Strategy,1678377660
328801143,544810,Free to Play,1689523260
364709211,544810,Casual,1675440060
468888777,270880,Indie,1678377660
221555750,270880,Simulation,1703865660
951514299,270880,Simulation,1702569660
160709821,1210320,Simulation,1678118460
125025239,1210320,Indie,1673625660
385616313,1210320,Simulation,1684339260
985136578,1515210,Adventure,1677168060
125025239,1515210,Adventure,1674662460
268354745,1515210,Indie,1677600060
346382856,1488200,Strategy,1673625660
70233466,1488200,RPG,1687968060
90038779,1488200,Indie,1675958460
336169793,814000,Casual,1696089660
399160538,814000,Adventure,1702051260
870905977,814000,RPG,1700668860
91212451,955900,RPG,1673193660
45280,955900,RPG,1677340860
72527436,955900,Indie,1700323260
209706476,527230,Adventure,1701100860
323504090,527230,Adventure,1693670460
98052957,527230,Strategy,1675785660
365573076,761890,Massively Multiplayer,1678118460
100782332,761890,RPG,1677859260
141322869,761890,RPG,1680278460
850834462,1434480,Casual,1672848060
239220800,1434480,Adventure,1701446460
271796018,1434480,Adventure,1701878460
829848920,2074800,Strategy,1675094460
448443960,2074800,Casual,1674748860
282405823,2074800,Strategy,1695657660
77284,1944790,Simulation,1688918460
346631305,1944790,Simulation,1687449660
415768777,1944790,Simulation,1677254460
324605773,631510,Action,1702051260
445348315,631510,Action,1673107260
978462287,631510,Action,1676649660
216939756,1910790,Early Access,1682438460
94875,1910790,Indie,1700841660
252236588,1910790,Early Access,1702483260
43512141,2267740,RPG,1701014460
872813933,2267740,Free to Play,1672934460
36338650,2267740,Strategy,1695916860
350571046,1262240,Action,1678291260
382704212,1262240,Action,1676044860
128169933,1262240,Strategy,1673107260
990656469,1139900,Action,1676563260
32668078,1139900,Action,1673712060
406761420,1139900,Action,1687449660
300306102,1730910,Free to Play,1677945660
909969752,1730910,Free to Play,1678118460
186820126,1730910,Adventure,1696089660
101230958,695330,Adventure,1673625660
47935848,695330,Adventure,1698076860
40712673,695330,Indie,1701100860
83638,1094520,RPG,1697817660
425489481,1094520,Indie,1700668860
822562751,1094520,Indie,1687363260
390305684,1637320,Action,1702483260
317003604,1637320,Indie,1675699260
